Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance OG,Performance Recov,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Expected xA,Expected A-xAG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,KP,1/3,PPA,CrsPA,PrgP
768,Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,22,2002,0,0,0,4.8,0,0,0,0,0,0,1,0,0,6,4,1,0,8,0,21,0.1,0.1,0.0,0.1,0.0,0.0,0.14,-0.1,-0.1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,4.8,5,3,5,0,0,3,3,100.0,0,5,4,1,8,13,19,0,0,1,0,0.0,0.21,0.0,0.0,0.0,10.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,1,0.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,9,6,60.0,326,370,88.1,5633,1782,0,10,0,0,8
769,Radu Drăgușin,ro ROU,DF,Genoa,it Serie A,22,2002,0,0,0,19.0,2,1,3,2,0,0,1,0,0,14,14,0,1,21,0,62,1.0,1.0,0.8,1.9,0.9,0.2,0.06,1.0,1.0,6,29,13,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.1,0.05,0.1,19.0,16,11,9,6,1,8,9,88.9,1,18,12,6,21,37,87,3,2,17,4,23.5,0.89,0.21,0.12,0.5,12.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,12,0.63,7,2,0,3,0,0,1,0.05,1,0,0,0,0,0,58,25,69.9,592,721,82.1,10460,3372,7,22,2,0,29
770,Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,de Bundesliga,22,2002,0,0,0,6.5,2,0,2,2,0,0,2,0,0,9,7,6,3,1,0,12,3.0,3.0,0.5,3.5,0.8,-0.5,0.16,-1.0,-1.0,16,20,35,0.31,0.0,0.31,0.31,0.31,0.46,0.08,0.54,0.46,0.54,6.5,0,0,0,0,0,0,2,0.0,2,8,1,7,1,1,4,0,2,19,7,36.8,2.94,1.08,0.11,0.29,13.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,21,3.25,12,0,3,2,4,0,3,0.46,1,0,0,1,1,0,18,15,54.5,115,160,71.9,1717,335,8,5,8,1,20
771,Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,19,2005,0,0,0,6.4,0,0,0,0,0,0,1,0,0,4,5,0,0,8,0,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,16,9,12,4,0,8,17,47.1,9,12,8,4,8,24,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,5,0.79,5,0,0,0,0,0,3,0.47,3,0,0,0,0,0,3,14,17.6,315,349,90.3,5021,1532,1,14,0,0,12
772,Domingos Duarte,pt POR,DF,Getafe,es La Liga,29,1995,0,0,0,10.1,0,0,0,0,0,0,5,2,1,8,8,0,1,8,0,45,0.3,0.3,0.1,0.4,0.1,-0.1,0.27,-0.3,-0.3,7,47,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,10.1,7,4,6,0,1,5,7,71.4,2,7,5,2,8,15,27,0,0,1,0,0.0,0.1,0.0,0.0,0.0,2.8,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,4,0.4,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14,10,58.3,294,380,77.4,6753,2583,2,40,1,1,47
773,Rubén Duarte,es ESP,DF,Alavés,es La Liga,29,1995,0,0,0,20.9,2,1,3,2,0,0,7,0,0,31,30,0,70,23,0,93,0.7,0.7,1.5,2.2,1.5,-0.5,0.05,1.3,1.3,16,81,39,0.1,0.05,0.14,0.1,0.14,0.03,0.07,0.1,0.03,0.1,20.9,39,20,21,16,2,21,31,67.7,10,21,6,15,23,62,69,0,2,15,5,33.3,0.72,0.24,0.13,0.4,24.6,3,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,32,1.54,21,8,1,1,1,0,2,0.1,1,1,0,0,0,0,27,26,50.9,566,827,68.4,11070,5341,17,58,15,10,81
774,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,35,1989,23,22,1985,22.1,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,29,0.0,0.0,0.1,0.1,0.0,-0.1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0,0,0,0,0,0,4,0.0,4,0,0,0,0,0,8,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,42,1.9,130,87,70.8,9,4,9,5,22.7,5,4,1,0,20.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,100.0,519,651,79.7,11869,6941,1,1,0,0,0
775,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,30,1994,0,0,0,30.0,12,9,21,7,5,6,9,0,0,6,18,18,159,4,0,83,12.8,7.9,7.8,15.7,6.5,1.2,0.11,-0.8,-0.9,17,88,150,0.4,0.3,0.7,0.23,0.53,0.43,0.26,0.69,0.26,0.52,30.0,8,3,4,3,1,6,14,42.9,8,2,0,2,4,12,25,0,12,74,32,43.2,2.47,1.07,0.09,0.22,18.9,12,5,6,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,109,3.64,51,40,5,9,3,1,14,0.47,7,5,0,1,1,0,21,42,33.3,566,950,59.6,9838,3256,58,41,30,2,88
776,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,30,1994,0,0,0,27.3,1,4,5,1,0,1,14,2,2,54,51,0,94,26,0,195,2.2,1.4,3.3,4.7,3.0,0.7,0.06,-1.2,-0.4,34,117,47,0.04,0.15,0.18,0.04,0.18,0.08,0.12,0.2,0.05,0.17,27.3,59,39,17,35,7,31,52,59.6,21,29,12,17,26,85,21,0,1,23,6,26.1,0.84,0.22,0.04,0.17,23.5,3,0,1,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,93,3.41,53,27,2,3,5,3,9,0.33,5,2,0,0,1,1,7,19,26.9,906,1209,74.9,17261,5504,53,118,21,4,117
777,Denzel Dumfries,nl NED,DF,Inter,it Serie A,28,1996,0,0,0,18.2,4,4,8,4,0,0,2,1,0,25,18,5,47,12,0,58,2.3,2.3,4.9,7.1,3.2,-0.9,0.09,1.7,1.7,50,51,147,0.22,0.22,0.44,0.22,0.44,0.12,0.27,0.39,0.12,0.39,18.2,22,13,9,11,2,9,23,39.1,14,15,6,9,12,34,33,1,4,24,6,25.0,1.32,0.33,0.17,0.67,11.8,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,47,2.59,37,3,3,1,3,0,8,0.44,5,0,1,0,2,0,36,18,66.7,614,801,76.7,9956,2925,27,34,29,13,51
778,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,33,1991,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.02,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,0,1,0,0.0,4.5,0.0,0.0,0.0,16.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,100.0,21,23,91.3,320,76,0,2,0,0,1
779,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,31,1993,0,0,0,21.0,2,5,7,2,0,0,2,0,0,26,15,3,65,11,0,117,1.5,1.5,2.0,3.5,2.8,3.0,0.06,0.5,0.5,23,133,47,0.1,0.24,0.33,0.1,0.33,0.07,0.1,0.17,0.07,0.17,21.0,35,22,13,15,7,15,35,42.9,20,27,5,22,11,46,13,0,2,23,6,26.1,1.1,0.29,0.09,0.33,23.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,60,2.86,44,11,2,2,0,1,10,0.48,6,2,0,2,0,0,29,29,50.0,800,1030,77.7,15638,4534,36,101,26,11,133
780,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,33,1991,0,0,0,31.9,3,1,4,3,0,0,7,1,0,23,12,1,7,31,0,180,3.1,3.1,0.9,4,2.2,0.1,0.09,-0.1,-0.1,33,152,13,0.09,0.03,0.13,0.09,0.13,0.1,0.03,0.12,0.1,0.12,31.9,27,14,17,9,1,13,36,36.1,23,49,37,12,31,58,90,1,3,33,12,36.4,1.04,0.38,0.09,0.25,13.4,4,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,48,1.51,39,3,0,6,0,0,7,0.22,6,0,0,1,0,0,57,32,64.0,2977,3233,92.1,50791,19478,13,204,8,1,152
781,Jhon Durán,co COL,"FW,MF",Aston Villa,eng Premier League,21,2003,0,0,0,5.3,5,0,5,5,0,0,5,0,0,12,8,4,6,1,0,15,2.0,2.0,0.3,2.3,0.2,-0.3,0.1,3.0,3.0,9,9,25,0.95,0.0,0.95,0.95,0.95,0.38,0.06,0.44,0.38,0.44,5.3,6,5,3,1,2,1,6,16.7,5,6,0,6,1,7,10,0,5,20,7,35.0,3.79,1.33,0.25,0.71,16.8,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,12,2.27,8,0,1,1,1,1,4,0.76,1,0,1,0,1,1,20,12,62.5,83,121,68.6,1095,220,4,6,1,0,9
782,Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,18,2006,0,0,0,0.1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,100.0,0,4,0.0,0,0,0,0,0,0,0
783,Hugo Duro,es ESP,FW,Valencia,es La Liga,25,1999,0,0,0,33.1,13,2,15,13,0,0,4,0,0,41,95,17,7,5,0,81,11.5,11.5,1.3,12.9,0.6,0.7,0.17,1.5,1.5,27,34,157,0.39,0.06,0.45,0.39,0.45,0.35,0.04,0.39,0.35,0.39,33.1,16,8,5,8,3,9,29,31.0,20,24,5,19,5,21,27,0,13,66,29,43.9,2.0,0.88,0.2,0.45,12.9,2,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,49,1.48,25,0,4,5,14,1,9,0.27,4,0,1,1,3,0,58,125,31.7,406,570,71.2,5076,712,14,19,4,0,34
784,Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,27,1997,0,0,0,15.0,0,0,0,0,0,0,5,0,0,29,16,0,13,18,0,80,0.3,0.3,0.2,0.5,0.3,-0.2,0.07,-0.3,-0.3,18,64,23,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,15.0,37,19,16,17,4,18,44,40.9,26,17,5,12,18,55,34,0,0,4,1,25.0,0.27,0.07,0.0,0.0,20.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,12,0.8,10,0,0,1,0,1,0,0.0,0,0,0,0,0,0,15,15,50.0,597,743,80.3,10059,4272,3,45,8,3,64
785,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,31,1993,0,0,0,21.8,13,9,22,6,7,7,3,0,0,12,50,5,88,3,0,83,10.6,5.1,4.3,9.4,4.0,4.7,0.1,2.4,0.9,79,122,167,0.6,0.41,1.01,0.28,0.69,0.49,0.2,0.68,0.23,0.43,21.8,22,13,3,10,9,2,18,11.1,16,12,0,12,3,25,6,1,13,52,16,30.8,2.39,0.74,0.12,0.38,21.2,5,7,7,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,95,4.36,56,25,3,4,6,1,19,0.87,12,4,2,0,1,0,7,21,25.0,790,1000,79.0,12944,3000,50,67,37,0,122
786,Aron Dønnum,no NOR,"FW,MF",Toulouse,fr Ligue 1,26,1998,0,0,0,17.7,0,1,1,0,0,0,8,0,0,31,36,4,28,8,0,76,1.0,1.0,2.1,3.1,3.0,-1.1,0.05,-1.0,-1.0,69,66,120,0.0,0.06,0.06,0.0,0.06,0.06,0.12,0.18,0.06,0.18,17.7,16,10,3,8,5,7,22,31.8,15,13,0,13,8,24,16,1,0,21,9,42.9,1.18,0.51,0.0,0.0,19.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,53,2.99,30,4,3,7,7,2,4,0.23,3,0,0,0,1,0,6,13,31.6,428,571,75.0,7389,2129,24,36,23,2,66
787,George Earthy,eng ENG,FW,West Ham,eng Premier League,20,2004,0,0,0,0.4,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,4,0.3,0.3,0.0,0.3,0.0,0.0,0.31,0.7,0.7,0,1,3,2.65,0.0,2.65,2.65,2.65,0.82,0.0,0.82,0.82,0.82,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,1,1,1,100.0,2.65,2.65,1.0,1.0,3.8,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,2,5.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,16,17,94.1,183,43,0,0,0,0,1
788,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,20,2004,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,100.0,17,21,81.0,301,60,0,2,0,0,1
789,Festy Ebosele,ie IRL,DF,Udinese,it Serie A,22,2002,0,0,0,18.9,0,0,0,0,0,0,6,1,1,29,45,1,45,10,0,74,0.8,0.8,1.8,2.6,1.5,-1.8,0.05,-0.8,-0.8,67,35,98,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14,18.9,33,20,23,9,1,21,35,60.0,14,33,2,31,10,43,27,0,0,16,5,31.3,0.85,0.26,0.0,0.0,21.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,55,2.91,30,1,10,2,12,0,4,0.21,0,0,1,0,3,0,16,18,47.1,278,419,66.3,4631,1636,15,22,11,5,35
790,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,25,1999,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,1,11.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,12,15,80.0,222,57,0,1,0,0,1
791,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,29,1995,0,0,0,12.2,0,1,1,0,0,0,0,0,0,7,9,3,23,6,0,70,0.3,0.3,0.9,1.2,0.6,0.1,0.05,-0.3,-0.3,34,37,35,0.0,0.08,0.08,0.0,0.08,0.02,0.07,0.1,0.02,0.1,12.2,14,9,9,5,0,7,11,63.6,4,9,4,5,6,20,27,1,0,5,1,20.0,0.41,0.08,0.0,0.0,15.6,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,17,1.39,14,2,0,0,1,0,1,0.08,1,0,0,0,0,0,8,18,30.8,426,570,74.7,6790,2586,11,22,9,4,37
792,Ederson,br BRA,GK,Manchester City,eng Premier League,31,1993,33,33,2785,30.9,0,0,0,0,0,0,5,0,0,2,4,0,0,0,0,53,0.0,0.0,0.1,0.1,0.1,-0.1,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,27,0.87,82,56,70.7,24,6,3,10,30.3,3,3,0,0,0.0,7,0.23,5,2,0,0,0,0,2,0.06,2,0,0,0,0,0,8,0,100.0,1077,1234,87.3,25898,17578,1,25,1,0,4
793,Éderson,br BRA,MF,Atalanta,it Serie A,25,1999,0,0,0,31.9,6,1,7,6,0,0,8,0,0,45,34,0,17,41,0,188,3.5,3.5,1.4,4.9,2.3,-0.4,0.09,2.5,2.5,32,214,50,0.19,0.03,0.22,0.19,0.22,0.11,0.04,0.15,0.11,0.15,31.9,83,49,38,38,7,44,63,69.8,19,48,8,40,41,124,33,1,6,38,11,28.9,1.19,0.35,0.16,0.55,18.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,71,2.23,61,3,5,0,1,1,6,0.19,6,0,0,0,0,0,35,25,58.3,1390,1662,83.6,25167,8622,18,180,40,5,214
794,Odsonne Édouard,fr FRA,"FW,MF",Crystal Palace,eng Premier League,26,1998,0,0,0,17.3,7,0,7,7,0,0,4,0,0,31,22,9,10,6,0,38,6.2,6.2,1.2,7.4,1.1,-1.2,0.12,0.8,0.8,33,36,100,0.41,0.0,0.41,0.41,0.41,0.36,0.07,0.43,0.36,0.43,17.3,24,12,8,8,8,4,19,21.1,15,17,1,16,6,30,19,0,7,51,19,37.3,2.95,1.1,0.14,0.37,13.7,3,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,45,2.6,29,0,7,7,1,1,2,0.12,2,0,0,0,0,0,30,54,35.7,249,350,71.1,3106,704,18,12,15,1,36
795,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,32,1992,0,0,0,5.4,0,0,0,0,0,0,2,0,0,6,1,0,0,13,0,21,0.2,0.2,0.0,0.2,0.0,0.0,0.05,-0.2,-0.2,0,5,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,5.4,6,4,4,2,0,4,11,36.4,7,10,4,6,13,19,39,1,0,3,1,33.3,0.56,0.19,0.0,0.0,10.3,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,1,0.19,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,14,8,63.6,128,185,69.2,2449,988,0,5,1,0,5
796,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,28,1996,0,0,0,32.4,1,2,3,1,0,0,6,0,0,32,24,2,9,28,0,167,2.4,2.4,2.8,5.2,2.4,-0.8,0.06,-1.4,-1.4,42,162,72,0.03,0.06,0.09,0.03,0.09,0.07,0.09,0.16,0.07,0.16,32.4,49,24,25,19,5,15,36,41.7,21,53,19,34,28,77,40,1,1,39,8,20.5,1.2,0.25,0.03,0.13,19.9,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,74,2.29,62,0,3,7,1,1,3,0.09,2,0,0,1,0,0,51,43,54.3,1080,1330,81.2,16943,5068,25,103,20,1,162
797,Lilian Egloff,de GER,"MF,DF",Stuttgart,de Bundesliga,22,2002,0,0,0,1.2,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,8,0.2,0.2,0.0,0.2,0.0,0.0,0.06,-0.2,-0.2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,1.2,4,1,3,1,0,2,4,50.0,2,3,1,2,1,5,0,0,0,3,0,0.0,2.55,0.0,0.0,0.0,19.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,32,41,78.0,481,131,0,2,0,0,2
798,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29,1995,0,0,0,10.6,0,1,1,0,0,0,4,0,0,12,21,5,17,8,0,44,1.3,1.3,0.7,2,0.5,0.3,0.07,-1.3,-1.3,18,15,44,0.0,0.09,0.09,0.0,0.09,0.12,0.07,0.19,0.12,0.19,10.6,22,14,16,4,2,11,18,61.1,7,21,3,18,8,30,36,0,0,18,3,16.7,1.7,0.28,0.0,0.0,18.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,23,2.17,14,0,2,3,4,0,2,0.19,2,0,0,0,0,0,12,13,48.0,175,257,68.1,2722,928,8,10,7,5,15
799,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,26,1998,0,0,0,4.9,0,0,0,0,0,0,2,0,0,8,2,0,0,6,0,26,0.1,0.1,0.1,0.1,0.0,-0.1,0.03,-0.1,-0.1,5,11,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,4.9,4,2,2,2,0,2,4,50.0,2,10,5,5,6,10,21,0,0,2,1,50.0,0.41,0.21,0.0,0.0,16.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,2,0.41,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,9,30.8,191,217,88.0,3404,938,1,8,0,0,11
800,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,22,2002,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,7,8,87.5,60,17,1,0,1,0,1
801,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22,2002,0,0,0,8.0,4,2,6,4,0,0,3,0,0,12,12,6,9,2,0,21,2.4,2.4,1.7,4.1,1.5,0.3,0.08,1.6,1.6,16,9,60,0.5,0.25,0.75,0.5,0.75,0.3,0.21,0.51,0.3,0.51,8.0,11,7,3,6,2,4,6,66.7,2,10,0,10,2,13,4,0,4,30,9,30.0,3.77,1.13,0.13,0.44,14.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,28,3.52,13,0,6,3,5,1,4,0.5,2,0,1,0,1,0,14,27,34.1,131,193,67.9,1934,348,12,13,3,1,9
802,Emmanuel Ekong,se SWE,FW,Empoli,it Serie A,22,2002,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,1,18.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,1,100.0,12,0,1,0,0,0,0
803,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30,1994,0,0,0,12.6,4,1,5,4,0,0,0,0,0,17,27,3,4,1,0,36,2.9,2.9,1.4,4.2,0.7,-0.4,0.11,1.1,1.1,14,15,93,0.32,0.08,0.4,0.32,0.4,0.23,0.11,0.34,0.23,0.34,12.6,8,4,2,4,2,5,9,55.6,4,11,3,8,1,9,7,0,4,27,12,44.4,2.15,0.95,0.15,0.33,14.7,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,35,2.79,17,0,5,4,9,0,3,0.24,1,0,1,0,1,0,33,34,49.3,138,211,65.4,1854,476,16,8,6,0,15
804,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,22,2002,0,0,0,27.0,5,9,14,5,0,0,1,0,0,9,26,19,58,8,0,96,6.6,6.6,6.7,13.3,4.0,2.3,0.12,-1.6,-1.6,98,49,196,0.18,0.33,0.52,0.18,0.52,0.24,0.25,0.49,0.24,0.49,27.0,33,19,20,6,7,17,36,47.2,19,22,2,20,8,41,20,1,5,54,22,40.7,2.0,0.81,0.09,0.23,16.2,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,70,2.59,53,0,6,6,4,1,13,0.48,12,0,0,0,0,1,17,37,31.5,498,712,69.9,6655,1569,32,28,24,5,49
