Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance OG,Performance Recov,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Expected xA,Expected A-xAG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,KP,1/3,PPA,CrsPA,PrgP
2265,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,29,1995,0,0,0,26.8,0,0,0,0,0,0,9,0,0,34,19,1,1,29,0,120,0.6,0.6,0.6,1.1,0.6,-0.6,0.05,-0.6,-0.6,7,87,2,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,26.8,25,18,14,11,0,16,24,66.7,8,29,17,12,29,54,115,0,0,11,5,45.5,0.41,0.19,0.0,0.0,12.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,12,0.45,11,0,0,1,0,0,1,0.04,1,0,0,0,0,0,76,54,58.5,1604,1759,91.2,27365,9970,6,82,5,1,87
2266,Simone Romagnoli,it ITA,DF,Frosinone,it Serie A,34,1990,0,0,0,30.2,1,1,2,1,0,0,6,0,0,24,7,0,1,29,0,99,1.2,1.2,0.4,1.6,0.2,0.6,0.1,-0.2,-0.2,2,47,2,0.03,0.03,0.07,0.03,0.07,0.04,0.01,0.05,0.04,0.05,30.2,35,15,23,11,1,15,20,75.0,5,51,36,15,29,64,147,0,1,12,1,8.3,0.4,0.03,0.08,1.0,8.8,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,8,0.27,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0,97,78,55.4,1221,1421,85.9,21605,8093,3,22,0,0,47
2267,Carlos Romero,es ESP,DF,Villarreal,es La Liga,23,2001,0,0,0,2.9,0,0,0,0,0,0,1,0,0,2,6,0,11,1,0,27,0.4,0.4,0.0,0.4,0.2,0.0,0.2,-0.4,-0.4,6,6,21,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,2.9,11,5,8,1,2,7,12,58.3,5,3,0,3,1,12,11,0,0,2,1,50.0,0.69,0.34,0.0,0.0,11.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,1,0.34,1,0,0,0,0,0,1,0.34,1,0,0,0,0,0,1,2,33.3,113,164,68.9,1883,736,0,5,1,0,6
2268,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,26,1998,0,0,0,31.0,5,0,5,5,0,0,7,1,0,31,24,1,3,44,1,189,3.5,3.5,0.4,3.9,1.5,-0.4,0.14,1.5,1.5,32,179,8,0.16,0.0,0.16,0.16,0.16,0.11,0.01,0.13,0.11,0.13,31.0,66,40,35,25,6,32,44,72.7,12,46,22,24,44,110,106,1,5,24,9,37.5,0.77,0.29,0.21,0.56,10.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,35,1.13,28,2,0,3,0,2,2,0.06,1,0,0,1,0,0,87,39,69.0,2390,2606,91.7,41458,16198,7,189,14,0,179
2269,Isaac Romero,es ESP,FW,Sevilla,es La Liga,24,2000,0,0,0,11.5,4,4,8,4,0,0,2,0,0,28,17,6,12,0,0,36,7.3,7.3,1.7,9,1.0,2.3,0.17,-3.3,-3.3,31,16,64,0.35,0.35,0.69,0.35,0.69,0.63,0.15,0.78,0.63,0.78,11.5,6,3,2,2,2,5,9,55.6,4,12,0,12,0,6,11,0,4,42,17,40.5,3.64,1.47,0.1,0.24,14.8,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,29,2.51,16,0,8,5,0,0,8,0.69,4,0,2,2,0,0,16,19,45.7,146,209,69.9,1949,319,11,9,9,1,16
2270,Luka Romero,ar ARG,"FW,MF",Milan,it Serie A,20,2004,0,0,0,1.0,0,0,0,0,0,0,1,0,0,3,2,0,2,0,0,5,0.1,0.1,0.0,0.1,0.1,0.0,0.09,-0.1,-0.1,4,3,7,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,1.0,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,0,0,0,1,0,0.0,1.02,0.0,0.0,0.0,9.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,2,2.02,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,1,1,50.0,33,39,84.6,434,58,0,1,1,0,3
2271,Luka Romero,ar ARG,FW,Almería,es La Liga,20,2004,0,0,0,4.9,3,0,3,3,0,0,2,0,0,8,11,0,2,1,0,22,1.3,1.3,0.1,1.4,0.1,-0.1,0.18,1.7,1.7,11,14,20,0.62,0.0,0.62,0.62,0.62,0.26,0.02,0.28,0.26,0.28,4.9,5,1,2,3,0,2,4,50.0,2,12,1,11,1,6,2,1,3,8,3,37.5,1.64,0.62,0.38,1.0,15.9,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,10,2.05,6,0,2,1,1,0,4,0.82,2,0,1,1,0,0,2,6,25.0,137,148,92.6,1744,338,2,7,2,1,14
2272,Oriol Romeu,es ESP,MF,Barcelona,es La Liga,33,1991,0,0,0,10.4,0,1,1,0,0,0,4,0,0,15,11,0,6,10,0,62,0.7,0.7,1.3,2,0.9,-0.3,0.07,-0.7,-0.7,12,66,4,0.0,0.1,0.1,0.0,0.1,0.07,0.12,0.19,0.07,0.19,10.4,34,20,17,14,3,13,24,54.2,11,12,2,10,10,44,18,0,0,10,2,20.0,0.96,0.19,0.0,0.0,23.6,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,17,1.63,13,0,1,3,0,0,2,0.19,2,0,0,0,0,0,14,19,42.4,717,806,89.0,11315,2753,8,80,8,1,66
2273,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,30,1994,0,0,0,9.5,0,0,0,0,0,0,2,0,0,13,6,0,3,15,0,55,0.6,0.6,0.8,1.4,1.2,-0.8,0.06,-0.6,-0.6,19,73,10,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.15,0.06,0.15,9.5,23,12,9,12,2,14,26,53.8,12,16,4,12,15,38,18,0,0,10,3,30.0,1.06,0.32,0.0,0.0,19.7,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,28,2.96,25,0,2,0,0,1,1,0.11,1,0,0,0,0,0,9,6,60.0,504,577,87.3,9308,2852,9,72,10,1,73
2274,Frank Ronstadt,de GER,"DF,MF",Darmstadt 98,de Bundesliga,27,1997,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,2,0.1,0.1,0.1,0.2,0.1,-0.1,0.03,-0.1,-0.1,3,2,4,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21,0.8,1,0,0,1,0,0,1,0.0,1,1,0,1,1,2,3,0,0,3,0,0.0,3.55,0.0,0.0,0.0,24.6,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,3,3.55,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,100.0,35,42,83.3,479,178,2,2,2,1,2
2275,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33,1991,0,0,0,28.9,0,5,5,0,0,0,10,0,0,43,24,3,16,40,0,164,0.6,0.6,1.2,1.8,1.2,3.8,0.04,-0.6,-0.6,28,178,22,0.0,0.17,0.17,0.0,0.17,0.02,0.04,0.06,0.02,0.06,28.9,80,43,36,32,12,35,82,42.7,47,36,10,26,40,120,54,0,0,16,3,18.8,0.55,0.1,0.0,0.0,24.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,54,1.87,43,5,0,2,2,2,7,0.24,7,0,0,0,0,0,35,27,56.5,1446,1712,84.5,26689,8394,23,147,20,3,178
2276,Unai Ropero,es ESP,MF,Alavés,es La Liga,23,2001,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,4,5,80.0,46,20,0,0,0,0,0
2277,Vitor Roque,br BRA,FW,Barcelona,es La Liga,19,2005,0,0,0,3.6,2,0,2,2,0,0,4,1,1,13,11,2,2,0,0,8,2.5,2.5,0.0,2.6,0.0,0.0,0.2,-0.5,-0.5,12,2,26,0.55,0.0,0.55,0.55,0.55,0.7,0.01,0.71,0.7,0.71,3.6,3,2,2,0,1,0,2,0.0,2,3,0,3,0,3,5,0,2,13,6,46.2,3.57,1.65,0.15,0.33,13.7,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,4,1.1,1,0,1,2,0,0,1,0.27,0,0,0,1,0,0,3,6,33.3,49,67,73.1,615,67,1,3,0,0,2
2278,Pablo Rosario,nl NED,"MF,DF",Nice,fr Ligue 1,27,1997,0,0,0,22.3,0,0,0,0,0,0,4,0,0,18,19,1,6,29,0,92,1.2,1.2,1.4,2.6,1.5,-1.4,0.08,-1.2,-1.2,20,93,27,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,22.3,36,25,15,16,5,23,34,67.6,11,27,13,14,29,65,39,0,0,16,2,12.5,0.72,0.09,0.0,0.0,13.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,39,1.75,34,1,0,1,2,1,5,0.22,2,0,0,1,2,0,35,22,61.4,1056,1187,89.0,17440,5722,17,81,14,3,93
2279,Valentin Rosier,fr FRA,"DF,MF",Nice,fr Ligue 1,28,1996,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0.0,0.0,0.1,0.2,0.1,-0.1,0.04,0.0,0.0,3,5,2,0.0,0.0,0.0,0.0,0.0,0.07,0.23,0.31,0.07,0.31,0.6,1,0,1,0,0,0,0,0.0,0,1,0,1,2,3,5,0,0,1,0,0.0,1.7,0.0,0.0,0.0,23.3,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,4,6.92,1,1,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,100.0,28,33,84.8,401,158,2,2,2,0,5
2280,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,33,1991,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1,1,100.0,0,0,0,1,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,2,50.0,14,13,0,0,0,0,0
2281,Joe Rothwell,eng ENG,MF,Bournemouth,eng Premier League,29,1995,0,0,0,4.3,0,0,0,0,0,0,0,0,0,4,2,0,12,3,0,32,0.1,0.1,0.2,0.3,0.2,-0.2,0.04,-0.1,-0.1,6,20,3,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,4.3,7,2,4,2,1,2,8,25.0,6,4,2,2,3,10,2,0,0,2,0,0.0,0.47,0.0,0.0,0.0,22.7,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,12,2.8,6,3,1,1,1,0,1,0.23,1,0,0,0,0,0,0,2,0.0,179,216,82.9,3185,863,4,20,1,0,20
2282,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23,2001,0,0,0,11.2,0,2,2,0,0,0,3,0,0,9,4,1,3,8,0,58,0.1,0.1,0.8,0.9,1.2,1.2,0.02,-0.1,-0.1,8,68,10,0.0,0.18,0.18,0.0,0.18,0.01,0.07,0.08,0.01,0.08,11.2,21,12,14,5,2,13,21,61.9,8,14,8,6,8,29,28,0,0,3,1,33.3,0.27,0.09,0.0,0.0,24.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,18,1.6,18,0,0,0,0,0,4,0.36,4,0,0,0,0,0,19,27,41.3,824,931,88.5,13730,5543,8,64,5,1,68
2283,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,31,1993,0,0,0,8.4,0,1,1,0,0,0,2,0,0,4,10,0,21,5,0,52,0.3,0.3,0.6,0.9,0.6,0.4,0.05,-0.3,-0.3,10,38,29,0.0,0.12,0.12,0.0,0.12,0.04,0.07,0.11,0.04,0.11,8.4,16,9,6,7,3,8,12,66.7,4,13,4,9,5,21,26,0,0,7,4,57.1,0.84,0.48,0.0,0.0,20.4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,20,2.39,14,0,2,1,1,2,2,0.24,2,0,0,0,0,0,9,8,52.9,263,355,74.1,4307,2077,8,21,6,3,38
2284,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,23,2001,0,0,0,14.6,0,2,2,0,0,0,6,0,0,38,16,0,20,23,0,99,0.6,0.6,0.5,1.1,0.6,1.5,0.12,-0.6,-0.6,21,56,11,0.0,0.14,0.14,0.0,0.14,0.04,0.03,0.08,0.04,0.08,14.6,46,28,25,17,4,16,36,44.4,20,27,6,21,23,69,29,0,0,5,1,20.0,0.34,0.07,0.0,0.0,26.4,1,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,22,1.5,16,2,1,0,1,2,4,0.27,4,0,0,0,0,0,11,9,55.0,851,976,87.2,14115,3415,10,68,5,0,56
2285,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30,1994,0,0,0,28.9,3,0,3,3,0,0,5,0,0,19,7,2,4,20,0,140,2.2,2.2,0.9,3.1,0.7,-0.9,0.09,0.8,0.8,19,113,4,0.1,0.0,0.1,0.1,0.1,0.08,0.03,0.11,0.08,0.11,28.9,33,27,17,14,2,16,32,50.0,16,24,10,14,20,53,90,0,3,25,8,32.0,0.87,0.28,0.12,0.38,12.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,43,1.49,34,0,1,4,1,3,5,0.17,5,0,0,0,0,0,79,46,63.2,2028,2255,89.9,39408,13051,14,153,3,0,113
2286,Ruan,br BRA,DF,Sassuolo,it Serie A,25,1999,0,0,0,16.8,0,0,0,0,0,0,7,1,1,23,12,0,2,24,0,80,0.5,0.5,0.6,1.1,0.4,-0.6,0.07,-0.5,-0.5,8,33,6,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,16.8,25,15,11,10,4,10,18,55.6,8,18,15,3,24,49,68,2,0,7,2,28.6,0.42,0.12,0.0,0.0,10.6,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,9,0.53,7,0,0,0,1,1,2,0.12,1,0,0,0,1,0,34,27,55.7,593,698,85.0,11580,3616,4,22,3,0,33
2287,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,eng Premier League,31,1993,0,0,0,12.2,0,0,0,0,0,0,1,0,0,9,14,0,11,9,0,54,0.6,0.6,0.4,1.1,1.4,-0.4,0.06,-0.6,-0.6,10,34,15,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,12.2,13,5,6,6,1,5,9,55.6,4,15,7,8,9,22,16,3,0,11,1,9.1,0.9,0.08,0.0,0.0,19.7,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,19,1.55,12,1,2,1,2,1,0,0.0,0,0,0,0,0,0,12,19,38.7,268,364,73.6,4413,1102,6,17,13,2,34
2288,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31,1993,0,0,0,30.1,1,0,1,1,0,0,7,0,0,26,5,1,4,11,0,124,1.5,1.5,1.2,2.6,1.0,-1.2,0.08,-0.5,-0.5,17,88,1,0.03,0.0,0.03,0.03,0.03,0.05,0.04,0.09,0.05,0.09,30.1,26,15,18,4,4,16,20,80.0,4,27,20,7,11,37,89,0,1,19,2,10.5,0.63,0.07,0.05,0.5,16.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,21,0.7,16,0,0,5,0,0,5,0.17,4,0,0,1,0,0,49,23,68.1,1630,1815,89.8,30058,11111,5,90,11,2,88
2289,Fabian Rüdlin,de GER,MF,Freiburg,de Bundesliga,27,1997,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,0,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,4,5,80.0,89,35,0,0,0,0,1
2290,Javier Rueda Garcia,es ESP,"MF,DF",Celta Vigo,es La Liga,22,2002,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,14,16,87.5,268,73,0,1,0,0,1
2291,Daniele Rugani,it ITA,DF,Juventus,it Serie A,30,1994,0,0,0,13.2,2,0,2,2,0,0,2,0,0,15,3,0,1,9,0,44,1.6,1.6,0.4,2,0.1,-0.4,0.3,0.4,0.4,2,46,2,0.15,0.0,0.15,0.15,0.15,0.12,0.03,0.15,0.12,0.15,13.2,11,9,7,3,1,4,5,80.0,1,11,4,7,9,20,42,0,2,8,2,25.0,0.61,0.15,0.25,1.0,7.3,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,12,0.91,9,0,0,2,0,1,2,0.15,1,0,0,1,0,0,25,24,51.0,564,636,88.7,10905,3696,3,54,1,0,46
2292,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22,2002,0,0,0,27.2,0,4,4,0,0,0,3,0,0,21,9,2,101,23,0,171,0.5,0.5,1.8,2.3,2.1,2.2,0.04,-0.5,-0.5,55,142,132,0.0,0.15,0.15,0.0,0.15,0.02,0.07,0.08,0.02,0.08,27.2,29,15,14,7,8,16,30,53.3,14,46,4,42,23,52,44,0,0,12,4,33.3,0.44,0.15,0.0,0.0,16.9,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,64,2.35,56,4,2,1,0,1,11,0.4,9,2,0,0,0,0,49,36,57.6,1250,1562,80.0,19172,6806,24,86,31,23,142
2293,Mário Rui,pt POR,DF,Napoli,it Serie A,33,1991,0,0,0,13.4,0,2,2,0,0,0,7,1,1,16,28,1,62,15,0,57,0.1,0.1,1.9,2,1.8,0.1,0.03,-0.1,-0.1,33,90,59,0.0,0.15,0.15,0.0,0.15,0.01,0.14,0.15,0.01,0.15,13.4,27,15,17,5,5,14,21,66.7,7,17,2,15,15,42,19,0,0,5,2,40.0,0.37,0.15,0.0,0.0,31.7,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,41,3.06,25,13,0,0,3,0,2,0.15,2,0,0,0,0,0,10,27,27.0,860,1068,80.5,15400,5240,26,89,19,7,90
2294,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,28,1996,0,0,0,11.3,2,1,3,2,0,0,5,0,0,16,13,1,28,14,0,78,0.8,0.8,1.3,2.1,0.8,-0.3,0.06,1.2,1.2,22,54,50,0.18,0.09,0.27,0.18,0.27,0.07,0.11,0.19,0.07,0.19,11.3,46,27,28,13,5,32,59,54.2,27,12,1,11,14,60,33,1,2,13,2,15.4,1.15,0.18,0.15,1.0,22.1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,33,2.92,27,1,2,1,1,1,3,0.27,3,0,0,0,0,0,4,9,30.8,445,586,75.9,7163,2899,11,37,14,3,54
2295,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28,1996,0,0,0,13.3,1,3,4,1,0,0,3,0,0,6,11,1,11,11,0,83,2.0,2.0,1.2,3.1,1.5,1.8,0.1,-1.0,-1.0,16,78,40,0.08,0.23,0.3,0.08,0.3,0.15,0.09,0.24,0.15,0.24,13.3,34,23,17,14,3,23,42,54.8,19,8,2,6,11,45,21,2,1,19,6,31.6,1.43,0.45,0.05,0.17,21.7,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,40,3.01,32,1,5,2,0,0,6,0.45,4,1,1,0,0,0,4,8,33.3,778,872,89.2,13193,2887,18,53,17,2,78
2296,Sergio Ruiz,es ESP,MF,Granada,es La Liga,30,1994,0,0,0,27.7,0,4,4,0,0,0,9,0,0,42,66,0,17,28,0,177,0.7,0.7,1.3,2,1.8,2.7,0.05,-0.7,-0.7,34,113,23,0.0,0.14,0.14,0.0,0.14,0.03,0.05,0.07,0.03,0.07,27.7,83,46,43,36,4,38,84,45.2,46,24,6,18,28,111,43,1,0,13,1,7.7,0.47,0.04,0.0,0.0,18.2,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,47,1.7,33,1,4,4,4,1,7,0.25,6,1,0,0,0,0,32,30,51.6,1080,1283,84.2,18617,5626,12,68,23,3,113
2297,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,27,1997,0,0,0,19.6,4,1,5,4,0,0,3,0,0,18,25,0,40,10,0,121,1.8,1.8,2.7,4.5,2.8,-1.7,0.1,2.2,2.2,41,64,118,0.2,0.05,0.25,0.2,0.25,0.09,0.14,0.23,0.09,0.23,19.6,41,23,26,11,4,27,47,57.4,20,31,7,24,10,51,35,3,4,18,8,44.4,0.92,0.41,0.22,0.5,19.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,29,1.48,22,0,2,2,1,2,4,0.2,2,0,1,0,0,1,8,12,40.0,974,1129,86.3,14916,3144,14,46,7,5,64
2298,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,32,1992,33,33,2970,33.0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,0,46,0.1,0.1,0.1,0.2,0.1,-0.1,0.02,-0.1,-0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,33.0,1,1,1,0,0,0,0,0.0,0,0,0,0,1,2,20,2,0,3,0,0.0,0.09,0.0,0.0,0.0,11.0,0,0,0,56,1.7,162,105,68.5,9,6,18,7,21.2,7,5,2,0,28.6,4,0.12,1,2,0,1,0,0,0,0.0,0,0,0,0,0,0,10,1,90.9,951,1316,72.3,26908,19806,1,36,1,0,1
2299,José Sá,pt POR,GK,Wolves,eng Premier League,31,1993,35,35,3037,33.7,0,1,1,0,0,0,1,0,0,0,9,0,0,0,0,29,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,1,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,33.7,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,21,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,58,1.72,188,131,73.4,12,7,16,4,11.4,8,8,0,0,0.0,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,10,0,100.0,720,1097,65.6,17257,11201,1,8,0,0,1
2300,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31,1993,0,0,0,11.6,0,1,1,0,0,0,2,0,0,9,6,0,27,11,0,63,0.1,0.1,0.5,0.6,0.7,0.5,0.03,-0.1,-0.1,31,47,43,0.0,0.09,0.09,0.0,0.09,0.01,0.04,0.05,0.01,0.05,11.6,16,11,12,3,1,8,12,66.7,4,6,3,3,11,27,27,0,0,4,0,0.0,0.34,0.0,0.0,0.0,22.2,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,17,1.46,15,1,1,0,0,0,3,0.26,2,1,0,0,0,0,10,13,43.5,540,656,82.3,7544,2477,4,33,10,1,47
2301,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,27,1997,0,0,0,17.6,5,1,6,3,2,2,5,0,0,26,37,2,20,19,0,69,4.1,2.5,1.4,4,1.1,-0.4,0.09,0.9,0.5,38,36,101,0.28,0.06,0.34,0.17,0.23,0.23,0.08,0.32,0.14,0.23,17.6,38,19,15,15,8,16,39,41.0,23,26,2,24,19,57,7,0,5,29,10,34.5,1.65,0.57,0.1,0.3,16.4,0,2,2,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,44,2.5,26,1,5,5,7,0,6,0.34,3,0,1,1,1,0,12,33,26.7,258,368,70.1,3538,1097,10,21,9,3,36
